question,label
What is a fear of drinking ?,0
What Asian country once thrilled to the sport of cricket fighting ?,0
How many varieties of apple are there ?,0
Who is Count Cinzano ?,0
Who 's won the most Oscars for costume design ?,0
What Ernest Hemingway novel had the working title Fiesta ?,0
What color of Monopoly properties are landed on most often ?,0
Which Beatles disc cover honors the Rolling Stones ?,0
Why does it snow ?,0
What is the average life expectancy of a male in Ireland in 1996 ?,0
What is `` Vocal Sampling '' ?,0
How do windmills work ?,0
What ocean liner burned and sank in Hong Kong harbor ?,0
What city is near the mouth of the Amazon ?,0
"What U.S. vice-president once declared : `` If you 've seen one slum , you 've seen them all '' ?",0
Who wrote The Red Badge of Courage ?,0
What money was used by them ?,0
"What color , s , appear on boxes of Kodak film ?",0
Where did the Inuits live ?,0
What is the origin of the word trigonometry ?,0
What is Compaq 's mission statement ?,0
What was the name of the 1899 policy forced on China by which all nations had equal trading rights ?,0
What British monarch 's lap did P.T. Barnum 's Tom Thumb sit in ?,0
How did Rocky Marciano die ?,0
Who invented the road traffic cone ?,0
What is the name of Joan Jett 's band ?,0
Which of the following people is not associated with Andy Warhol ?,0
What does Visine get out ?,0
What civilization invented the arch ?,0
"What are some fun things to do in Cozumel , Mexico for teenagers ?",0
What is an example of a famous rock band from the sixties ?,0
"What former royal palace has served as a granary , prison , arsenal , leper colony , mint , telegraph station and whorehouse before becoming an art museum ?",0
"Where was `` I have fallen , and I can 't get up '' said first ?",0
What president 's ghost is said to haunt the White House ?,0
What are the names of Jack 's original roommates on Three 's Company ?,0
What is the definition of hazmat ?,0
How many URL extensions are there ? and what are they ?,0
Where did the Wright brothers make their first flight ?,0
Who won the Battle of Gettysburg ?,0
What do you get by mixing gin and vermouth ?,0
Name the two youngsters saved by the animated Moby Dick .,0
"Who was the captain of the tanker , Exxon Valdez , involved in the oil spill in Prince William Sound , Alaska , 1989 ?",0
What is the snowiest city in the U.S. ?,0
What is crabgrass ?,0
"What book opens : `` At a certain village in La Mancha , which I shall not name.. . '' ?",0
Who is Stephen Hawking ?,0
What does SHIELD stand for ?,0
"How do you say , `` I love you '' in other languages ?",0
What is The Gay Science ?,0
Why is Jane Goodall famous ?,0
What is the chemical reactivity of helium ?,0
The name of the actor who played the detective in the film Kindergarden Cop is what ?,0
What is main reason for that electric vehicles can 't be popular nowadays ?,0
What is the difference between optical and digital video ?,0
"What clause in the U.S. Constitution may not be changed , altered or amended ?",0
What 's new in the postal world in 1999 ?,0
What actor came to dinner in Guess Who 's Coming to Dinner ?,0
What is the difference between the anus and the rectum ?,0
What is a Guild ?,0
What is the difference between college and graduate school ?,0
How do I change a file from an ART file to a JPEG or Bitmap file ?,0
What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?,0
What engineer invented the pull-tab can ?,0
What South American capital is the world 's highest ?,0
What are the lyrics to the Star Spangled Banner ?,0
Name a civil war battlefield .,0
When do you plant winter wheat ?,0
What will a compass do in outer space ?,0
How many counties are in Indiana ?,0
Which college did Dikembe Mutombo attend ?,0
Who was the first actress to appear on a postage stamp ?,0
Who was the first black woman to star in the Folies Bergeres ?,0
What Aesop 's fable has the moral : `` The race is not always to the swift. Slow and steady is bound to win '' ?,0
What famed strip of land is a 15-minute boat trip across the Venetian Lagoon from Venice ?,0
How is water treated to make it safe to drink ?,0
What is a hydrogen bond ?,0
What is the exchange rate between England and the U.S. ?,0
What does a woman want ?,0
What is the protection rate of using condoms ?,0
What 's the abbreviation for limited partnership ?,0
Which continent has the most roses ?,0
What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?,0
How do you write a correct critical analysis of a poem ?,0
How do I check if my modem is v.9 compatible ?,0
What is your favorite color ?,0
"What is the longest chemical name , consisting of 35 letters ?",0
How many corners does a spritsail have ?,0
What bottled-up TV character was born in Baghdad ?,0
What is a multiplexer ?,0
What credit card features a centurion on its face ?,0
What are the four largest mountain ranges on the Asian continent ?,0
What are the Poconos ?,0
"What does caliente mean , in English ?",0
What is Jane Goodall famous for ?,0
What is the mission of Nike ?,0
What is thalassemia ?,0
How far can you see ?,0
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7 , 1989 ?",0
Why can 't you taste anything when you have a cold ?,0
Where in the Bible does it tell about Jesus Christ 's brothers and sisters ?,0
What country boasts the southernmost point in continental Europe ?,0
When did Nostradamus believe World War III would begin ?,0
What is so powerful about Power Bars ?,0
What do the Japanese call Japan ?,0
What country was Brian Boru an 11th-century king of ?,0
What happens when a body part falls asleep ?,0
What English word has the most letters ?,0
What film ends with the line : `` This is Mrs. Norman Maine '' ?,0
Who asked the musical question : `` Have you ever been to electric lady land ? '',0
Who wrote : `` Poems are made by fools like me but only God can make a tree '' ?,0
What is June 's birthstone ?,0
Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?,0
Why do we ask for the `` check '' and not the bill at a restaurant ?,0
"Who played the part of the Godfather in the movie , ` The Godfather ' ?",0
When was London 's Docklands Light Railway constructed ?,0
Who invented the Wonderbra ?,0
What is the origin of the proverb `` A stitch in time saves nine '' ?,0
What state capital comes last alphabetically ?,0
Why is Thanksgiving on a Thursday ?,0
How do telephones work ?,0
What 's the main vegetable in vichyssoise ?,0
How long did the Charles Manson murder trial last ?,0
How long does it take for your blood to make one complete trip through the body ?,0
Who owns the St. Louis Rams ?,0
Where is former Pro wrestler Johnny `` Rubber Man '' Walker ?,0
"What beer tells us , `` Grab all the gusto you can get . '' ?",0
What is the geographical center of the US including Alaska and Hawaii ?,0
Which side of the face do most artists tend to show more of in self-portraits ?,0
What is diabetes ?,0
What phenomenon would you expect to read about in the monthly publication The Bigfoot News ?,0
When do MORMONS believe Christ was born ?,0
In what year was actress Joan Collins born ?,0
What is a fear of punishment ?,0
What is average salary of restaurant manager in United States ?,0
What comic strip sometimes features a mailman named Beasley ?,0
What device provided a new way to listen to music in 1963 ?,0
"What will a kid eat the middle of , and save the chocolate on the outside for last ?",0
"On average , how long time does it take to type a screenplay ?",0
What does the abbreviation IOC stand for ?,0
What 's a short ton ?,0
How long do cardinal eggs incubate ?,0
What two body parts grow all your life ?,0
What Texas surgeon performed the first artificial heart transplant ?,0
What country has the port of Haifa ?,0
What is the main ingredient of yogurt ?,0
What is the recipe for Eggs Benedict ?,0
"What is the address for the main government office in Rome , Italy ?",0
What 's the largest U.S. agricultural crop by weight ?,0
What is the electronic device used to produce visual displays corresponding to electric signals ?,0
What is goldenseal ?,0
Who made the most appearances in the center square on Hollywood Squares ?,0
What is the Lost Colony ?,0
What is the chemical composition of a Barbie ?,0
How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?,0
What store claims to be the world 's largest department store ?,0
What is the lens behind the iris in the eye called ?,0
What is Tetrinet ?,0
What `` marvelous '' major-league baseball player is now a spokesman for a beer company ?,0
What is the longest English word that can be formed using just the first row of letters on a typewriter ?,0
What is Chiricahua the name of ?,0
What 's the green variety of beryl called ?,0
What was the name of Captain Bligh 's ship ?,0
Which is heavier - cream or milk ?,0
Who said `` the only thing we have to fear is fear itself '' ?,0
Where is Romania located ?,0
How many films are made by the major studios in a year ?,0
How many small businesses are there in the U.S .,0
What age is Benny Carter ?,0
How do you clean an LCD monitor screen ?,0
What city did the Mormons establish as their headquarters in 1847 ?,0
What is amezaiku ?,0
What two countries are linked by the Brenner Pass ?,0
What new games are available for Nintendo 64 ?,0
Mississippi has what name for a state nickname ?,0
What is the predominant color of the Tab label ?,0
What U.S. city was named for St. Francis of Assisi ?,0
"How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ?",0
What is the definition of `` chancery '' file in real estate ?,0
Who is the sexiest women in the world ?,0
What day is known as the `` national day of prayer '' ?,0
Where can I get a photograph of professor Randolph Quirk ?,0
Who was the supreme god of Germanic religion ?,0
How do you handle a hungry man ?,0
Who 's played the most games for the New York Yankees ?,0
"What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ?",0
What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?,0
What are the conjugations of wake and woke ?,0
What Chilean president was killed in a 1973 coup d 'etat ?,0
What was Einstein 's IQ ?,0
Name the first Russian astronaut to do a spacewalk .,0
Why do eyes sometimes look red in photographs ?,0
What are John C. Calhoun and Henry Clay known as ?,0
What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne ?,0
What are some good exercises for kids to do ?,0
How many real fruit juices are there in a can of Hawaiian Punch ?,0
What is the abbreviation of the National Bureau of Investigation ?,0
What is the principal river of Ireland ?,0
What lake is the source of the White Nile ?,0
Garry Kasparov plays what game ?,0
How much does a poodle weigh ?,0
What is Zionism ?,0
What cable network bills itself as `` the family entertainer '' ?,0
How many points are there on a Backgammon board ?,0
What have you not let a tennis ball do if you volley ?,0
Which comic book was not spawned directly from the pulp magazines ?,0
"What product is for kids , and not for silly rabbits ?",0
What else has the swastika stood for ?,0
"Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ?",0
How many frames does a disk camera shoot ?,0
What are the 7 Wonders of the World ?,0
When did Theo Rousseau paint the `` Forest of Fontaine '' ?,0
How many people have been Captain America ?,0
What is meant by the term `` yield to maturity '' in reference to bonds ?,0
"What became the biggest cash crop in the U.S. in 1983 , surpassing corn ?",0
How did the war of 1812 affect Delaware ?,0
Where is the human skin least sensitive ?,0
"What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?",0
What is the biggest `` thing '' humans have made ?,0
What are all the rivers in Europe ?,0
Who won the Superbowl in ?,0
What five cards make up a perfect Cribbage hand ?,0
In what year was Gandhi assassinated ?,0
What is the time it takes a typist to type a screenplay that is 100 pages long ?,0
What is the full classification of a lady bug ?,0
What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ?,0
How many pairs of wings does a tsetse fly have ?,0
What was the name of the peace agreement imposed on Germany after World War I ?,0
What 's the fifth-largest country in the world ?,0
How do you box train a cat ?,0
How was Teddy Roosevelt related to FDR ?,0
What newspaper serves Salt Lake City ?,0
The film `` Jaws '' was made in what year ?,0
How does lightning travel ?,0
What spice do chefs pay the most for ?,0
Who directed Citizen Kane ?,0
What is troilism ?,0
What was the sister ship of the Olympic ?,0
What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?,0
What is HTML ?,0
How do you identify prime numbers ?,0
"Whose special bear 's creator was born on January 18 , 1779 ?",0
What high school does Archie attend ?,0
What animal migrates the farthest ?,0
What film was based on the play Everybody Comes to Rick 's ?,0
Why do we call someone `` honey '' ?,0
Madonna hocks which soft drink ?,0
What television network flogged its sports programming on Inga Nielsen 's body in 197 ?,0
In what country is Lund ?,0
What 's the sequel to Alice 's Adventures in Wonderland ?,0
What is the capital of Seattle ?,0
What Italian leader had a lifelong fear of the evil eye ?,0
What city in Florida is Sea World in ?,0
Who said : `` What contemptible scoundrel stole the cork from my lunch ? '',0
What 's a water funnel ?,0
What is a fear of worms ?,0
What is a Chinese `` spouting '' bowl ?,0
What does an emperor do ?,0
What president kissed the Queen Mother on the lips ?,0
Where does the tennis star Stefan Edberg come from ?,0
What continent pushes up the Executive Committee mountain range ?,0
How do they raise the cranes when building high-rise buildings ?,0
"What was Al Capone finally imprisoned for , in 1931 ?",0
What food can I use to catch a possum ?,0
What was Al Capone 's nickname ?,0
Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?,0
What is the largest city in Germany ?,0
What is a fear of cholera ?,0
What park contains Firehole River and Fairy Falls ?,0
What 's the largest island in the West Indies ?,0
What New England state carries the telephone area code 27 ?,0
What is an example of a natural acid-base indicator ?,0
In what county is Eckley Colorado ?,0
How do I find info about rice importers in the world ?,0
"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?",0
What is the song Stairway to Heaven by Led Zeppelin about ?,0
How does hair curl ?,0
What are pushed and coupled in hump yards ?,0
How long do hermit crabs live ?,0
What city hosted the first Winter Olympics in Asia ?,0
What is the origin of the first name ` Breony ' ?,0
What month were you born in if your birthstone is sardonyx ?,0
Who is behind the name of the Harvey Wallbanger drink ?,0
What is the origin of `` Beauty is in the eye of the beholder '' ?,0
"What soft drink not only has its own video game , but was featured in its own Marvel comic book ?",0
What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?,0
Madonna advertises for what soft drink ?,0
What does A&W of root beer fame stand for ?,0
What tennis term is said to come from the French word for egg ?,0
What does a collier mine ?,0
How much money can a person be fined for having a dog on a beach ?,0
"What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?",0
What are the ages in comic book lingo ?,0
What kinds of animals are in Cambodia ?,0
What South African producer had a 1988 profit of $836 million ?,0
What American actress was the first to be called a `` vamp '' ?,0
What do the 12 days of Christmas mean ?,0
"What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?",0
What date did man first land on the moon ?,0
Where are the headquarters of Eli Lilly ?,0
How many web servers are there ?,0
What 's the last line of Dickens 's A Christmas Carol ?,0
How many trees go into paper making in a year ?,0
Where can I find info on research being done on oilseeds thru genetics ?,0
How come light bulbs go out ?,0
For what reason did the Shea & Gould law firm close their L.A. office ?,0
How far out is the universe ?,0
What is the difference between a bottle and a jar ?,0
What disease is the second-biggest killer of North Americans ?,0
Where did the Mayan Indians live ?,0
Where was Poe born ?,0
What happens to the female body with lack of sleep and food ?,0
What is a fear of crystals or glass ?,0
Name a product that controls the ripening of apples .,0
How many warmup pitches does a reliever get coming into a baseball game ?,0
Where did Dylan Thomas die ?,0
What common livestock have the greatest variety of breeds ?,0
What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?,0
What disease did August von Wassermann develop a specific test for in 196 ?,0
What card company sells Christmas ornaments ?,0
How do I find out what cities are in a certain area code ?,0
What can communications satellites offer yachts ?,0
How many Fig Newtons are there to the pound ?,0
Who is the premier of China ?,0
What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?,0
How many bones are there in the human hand ?,0
What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?,0
Who was the president of Vichy France ?,0
Whose kidnaping was termed The Crime of the Century ?,0
What is hydrogen ?,0
What group asked the musical question Do You Believe in Magic ?,0
What was the tallest building in America in 1922 ?,0
What buxom blonde appeared on the cover of more than 5 magazines ?,0
What is recruitment interview technique ?,0
How does a hurricane form ?,0
What does the donation process entail ?,0
How far is it from Phoenix to Blythe ?,0
What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?,0
How many people watch network television ?,0
"What garment was named for Bradley , Voorhees and Day ?",0
Who first broke the sound barrier ?,0
How do birds have sex ?,0
How many horses are there on a polo team ?,0
What 's destroyed in Genesis 19 : 24 ?,0
What new year is celebrated on February 16th ?,0
What is Occam 's Razor ?,0
Where do the Grimace and Mayor McCheese live ?,0
How long does it take to hike the entire Appalachian Trail ?,0
What role do fruits play in the survival of plants ?,0
Where is the world championship sled dog race held each February ?,0
What are the medical purposes of `` clitoridectomy '' ?,0
How is thalassemia defined ?,0
What 's the name of the Tampa newspaper ?,0
What is a storm surge ?,0
How do you use `` farther '' as opposed to `` further '' ?,0
What was the alternate to VHS ?,0
What is one of the languages of the Sioux ?,0
What Pulitzer Prize-winning novelist ran for mayor of New York City ?,0
How many times can a nickel-cadmium rechargeable battery be recharged ?,0
How is cologne made ?,0
What was the food of the Greek gods called ?,0
What does camera-ready art mean ?,0
How many seats does the Batmobile sport ?,0
How many cards are dealt to each player in Gin Rummy ?,0
What happened to Phillip Taylor Kramer ?,0
What Erica Jong novel deals with Isadora Wing 's fear ?,0
What time of year do most people fly ?,0
Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?,0
What is the origin of the Christmas tree ?,0
When is the Thai New Year ?,0
What four tournaments make up tennis ' Grand Slam ?,0
What 1964 film introduced the song My Kind of Town ?,0
Who recorded the 1957 hit Tammy ?,0
What is the term for the side of the mountain that faces the prevailing winds ?,0
"In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?",0
What does caliente translate to in English ?,0
Who is Mia Farrow 's mother ?,0
How do you determine if a computer monitor has an SVGA adapter ?,0
How far can a human eye see ?,0
What time of year has the most air travel ?,0
What does the term `` spaghetti western '' mean ?,0
When was the G7 group of nations formed ?,0
What are differences between 1980 and 1990 ?,0
What baseball player was walked the most times ?,0
What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,0
What were the first frozen foods ?,0
Why is Indiglo called Indiglo ?,0
What is the word for love of pain or abuse ?,0
When did they canonize the Bible ?,0
Who was the only president to serve two nonconsecutive terms ?,0
What percentage of all world tornados touch down in the US ?,0
What labor leader was last seen in the parking lot of a Michigan restaurant ?,0
When did the Carolingian period begin ?,0
What motto ended Merrie Melodies cartoons ?,0
Who reports the weather on the `` Good Morning America '' television show ?,0
How many emperors were there in the Roman Empire ?,0
What was the name of `` The Muppets '' creator ?,0
What is Cabarnet Sauvignon ?,0
What is a virtual IP address ?,0
What 's the name of the tiger that advertises for Frosted Flakes cereal ?,0
"Who sent the brief message `` I came , I saw , I conquered '' ?",0
What color is Mr. Spock 's blood ?,0
What U.S. Air Force general led the first bombing raid over Tokyo ?,0
What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?,0
"What was the name of the first Watergate special prosecutor , later fired by Nixon ?",0
How do movie blues screens work ?,0
How does the speed the magnet spins in a generator affect the output of the generator ?,0
What 's the supreme policy-making bureau of the Soviet Communist Party ?,0
What was the Vietnam War ?,0
What is La Nina ?,0
Why did the Globe Theatre burn down ?,0
On what day were John F and Jackie Kennedy married ?,0
"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?",0
What is meant by blood SED rate ?,0
Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?,0
Who won a Pulitzer Prize for his novel The Caine Mutiny ?,0
What 's the best way to lose the flab under your chin and around your face ?,0
Where is your corpus callosum ?,0
"What Broadway musical featured the song , `` If I were a rich man ? ''",0
Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?,0
Why is the development of space so important ?,0
What is the nursery rhyme Rock-a-by Baby about ?,0
"When Superman needs to get away from it all , where does he go ?",0
How old is singer Freedy Johnston ?,0
What is the origin of gametophytic tissue ?,0
What does Aaron mean ?,0
What is a fear of hair ?,0
What is the name of the pop singer whose song became the theme song for a brand of catsup ?,0
What is a conifer ?,0
Who claimed to be the world 's most perfectly-developed man ?,0
What is different about the red and black fox ?,0
What is e-commerce ?,0
How do I tie a tie ?,0
Where can I get cotton textiles importer details ?,0
When did Spain and Korea start ambassadorial relations ?,0
What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?,0
What is chromatology ?,0
How many grooves are on a dime 's edge ?,0
How was the ACLU formed ?,0
What are the most albums sold by one artist or band ?,0
The second most popular sport worldwide is what ?,0
What do goldfish lose if kept in dimly-lit or running water ?,0
What canal does the Thatcher Ferry Bridge span ?,0
What American won the world Grand Prix driving championship in 1978 ?,0
What are the chances of pregnacy if the penis does not penetrate the vagina ?,0
What 's the highest hand in straight poker ?,0
Where can I find a lesson plan for teaching the metric system conversion to American standard ?,0
What is the name of Kevin Costner 's movie about Sioux Indians ?,0
"What are Kythnos , Siphnos , Seriphos and Mykonos ?",0
Name a female figure skater .,0
Why are there no white lines on pro footballs ?,0
How long would it take for a $ savings bond to mature ?,0
How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?,0
What did the Congress of Vienna establish ?,0
What is the average cost for four years of medical school ?,0
What harmful chemicals are in bug spray ?,0
How many spears are there on Kenya 's flag ?,0
What did Mighty Mouse always sing as he went into action ?,0
Where did George of the Jungle live ?,0
How did Bob Marley die ?,0
What 's men 's par on a 455-yard golf hole ?,0
What percentage of American men are alcoholic ?,0
"Dialing , 900 , 740-TREE to have a tree planted will cost how much ?",0
"In South Korea , how many American Soldiers are there ?",0
Who portrayed Carl Bernstein in All the President 's Men ?,0
What are the numbers that fit into Fermont 's last theorem ?,0
Who was Tiny Tim 's father ?,0
What does a heliologist study ?,0
Who was Bonnie Blue Butler 's father ?,0
"What shampoo prevents eczema , seborrhea , and psoriasis ?",0
How many Americans have HIV ?,0
Where do I find information for foreclosure properties on the Internet ?,0
Who is the Antichrist ?,0
What was the first English play written exclusively for children ?,0
Which Latin American country is the largest ?,0
What was the former residence of Scottish kings in Edinburgh ?,0
How many teats does a female goat sport ?,0
How tall is kilamanjaro ?,0
Who was the lawyer who represented Randy Steven Craft ?,0
What country buys 25 percent of the world 's tea exports ?,0
What country is the origin of the band the Creeps ?,0
What did the crocodile swallow in Peter Pan ?,0
What is the origin of the word `` mushroom '' ?,0
Which of the following celebrities was not born in Philadelphia ?,0
What is the number of American soldiers deployed to South Korea ?,0
Where is the biggest bell ?,0
What is the brand name of the chemical daminozide ?,0
How do microwaves work ?,0
What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,0
What is the estimated total U.S. whitetail deer population ?,0
Who wrote the Farmer 's Almanac ?,0
"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",0
What number is at 12 o 'clock on a dartboard ?,0
Which team won the Super Bowl in 1968 ?,0
What is the recommended daily requirement for folic acid for pregnant women ?,0
What film dramatized the Scopes monkey trial ?,0
CNN is owned by whom ?,0
What country offered Albert Einstein its presidency in 1952 ?,0
What is the HIGHEST Roman numeral ?,0
"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?",0
Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?,0
How is digital audio used ?,0
What is AFS ?,0
Who was Quetzalcoatl ?,0
What operating system do IBM-compatible machines use ?,0
What French leader sold Louisiana to the United States ?,0
"What bay sparkles next to Miami , Florida ?",0
How many miles of veins are in the circulatory system ?,0
What famed river flows through Bagdad ?,0
How is bubble wrap made ?,0
What is Java ?,0
Who is the prime minister of Japan ?,0
What player squats an average of 3 times during a baseball doubleheader ?,0
What 's the most common name in nursery rhymes ?,0
How many `` No '' answers was the What 's My Line ? panel allowed ?,0
What is the fine for having a dog on a beach ?,0
"Who wrote the book , `` Song of Solomon '' ?",0
"Where can one find information on religion and health , the brain and nutrition ?",0
Name the Ranger who was always after Yogi Bear .,0
What TV show did John Sebastian sing the theme for ?,0
Who is the president of the Spanish government ?,0
Who holds the career record for the most major league home runs ?,0
Which of the following actors worked in New York 's Yiddish Theater ?,0
Who invented the stethoscope ?,0
What is a mathematical factor ?,0
How many four star generals were there and who are they ?,0
When did Nixon die ?,0
What was originally defined as one 1-millionth of the distance from the equator to the Pole ?,0
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?,0
How many members are in the California congressional delegation ?,0
What erupts every hour at Yellowstone National Park ?,0
What country contains the highest point in South America ?,0
What are Arnold Palmer 's fans called ?,0
Who retired with 755 home runs to his credit ?,0
What constellation represents a hunter with club and shield ?,0
Who developed potlatch ?,0
How long did Shea and Gould practice law in Los Angeles ?,0
What 's a perfect score in a gymnastics exercise ?,0
"What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?",0
What made Jane Goodall famous ?,0
At what age did Rossini stop writing opera ?,0
What Russian seaport has a name meaning `` Lord of the East '' ?,0
Name the two actress daughters of John Mills .,0
How old was Gene Siskel ?,0
What can be done about snoring ?,0
What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?,0
Who is the actress Bette Davis once said she wished she looked like ?,0
Who portrayed The Cowardly Lion in The Wizard of Oz ?,0
What does a chiropodist treat ?,0
What is porphyria ?,0
What gate opened on East and West Berlin ?,0
Who was the first king of England ?,0
What made the Finger Lakes in western New York state ?,0
In what movie is the number nine found in the title ?,0
How many calories are there in soy sauce ?,0
Who killed Kurt Cobain ?,0
Who created the monster in Mary Shelley 's novel Frankenstein ?,0
What 's the farthest planet from the sun ?,0
Why does the sun shine only a short time in Alaska ?,0
What chemical in red wine is good for the heart and what exactly does it do to your body ?,0
How does blood clot ?,0
How big is our galaxy in diameter ?,0
"What product `` doubles your pleasure , doubles your fun '' ?",0
When is a woman most fertile ?,0
What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?,0
Who was the first man to return to space ?,0
What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?,0
Who gave Abbie Hoffman his first dose of LSD ?,0
What effect does friction have on perpetual motion ?,0
What did the Seven Dwarfs do for a living ?,0
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?,0
Who shot Billy the Kid ?,0
What is he doing now ?,0
What Mormon leader was said to have had 27 wives ?,0
What video format was an alternative to VHS ?,0
Where did the term `` 69 '' come from ?,0
What is money made of ?,0
What 's the name of a hotel in Indianapolis ?,0
How many people in Tucson ?,0
Where is Melbourne ?,0
With whom did Bush compare Saddam Hussein ?,0
What country was Mikhail Gorbachev the leader of ?,0
"What is the recommended weight of a 15 year-old male that is 5 , 6 ?",0
What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?,0
What is the largest county in size in Massachusetts ?,0
What is the name of the brilliant British economist behind its creation ?,0
Who played Sally Rogers on The Dick Van Dyke Show ?,0
What is it like to experience a near death episode ?,0
What mythical figure carries an hourglass and a scythe ?,0
How much is a Canadian 1967 twenty dollar gold coin worth ?,0
Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,0
What natural attractions draw the most visitors in the United States ?,0
What presidential administration challenged Americans to explore The New Frontier ?,0
How many years did Sleeping Beauty sleep ?,0
How long does it take for your body to restore blood after you donate your blood ?,0
How do I know someone is truly in love with me ?,0
Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?,0
What is literary criticism ?,0
How do you throw a housewarming party ?,0
What international sport was originally called hurley ?,0
What river runs through Liverpool ?,0
What famous British actor lost his voice after an operation in 1966 ?,0
What does the term 3 mean to a newspaper editor ?,0
What company makes impulse hardening equipment ?,0
What country was Kim Philby really working for ?,0
What does Freddy Freeman say to become Captain Marvel Jr. ?,0
What country was Hitler the chancellor of ?,0
What is Rona Barrett 's married name ?,0
How many years make up a lustrum ?,0
What are close encounters of the first and second kind ?,0
Who is the mathematician that won the Noble Prize for Literature in 1950 ?,0
Which glamorous actress is a close friend of Dick Tracy ?,0
What 1956 Grace Metalious novel was on the best-seller list for two years ?,0
Name the three races unleashed by the Celestials in Marvel comics .,0
How old is the Italian artist Maurizio Pellegrin ?,0
"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?",0
What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?,0
What North American city would you visit to see Cleopatra 's Needle ?,0
When was the NFL established ?,0
Where can I find an Ask An Expert site ?,0
What writer-journalist made his mark describing colorful Broadway and underworld characters ?,0
What U.S. state has the lowest highest elevation at 6 feet ?,0
What are the residents of the island of Lesbos called ?,0
What is the organizational structure of the New Delhi Indira Gandhi airport ?,0
"At Christmas time , what is the traditional thing to do under the mistletoe ?",0
What baseball great plugged Mr. Coffee ?,0
What international amateur sports spectacle was first telecast in 1956 ?,0
What is the origin of the word `` amen '' ?,0
Who 's baby was Sweet Pea on the Popeye cartoon ?,0
Where is Mile High Stadium ?,0
"What were Baffin , Frobisher and Franklin looking for ?",0
What is limbo ?,0
What city contains the district of Hell 's Kitchen ?,0
What interesting method was used to run the credits in the early Popeye cartoons ?,0
What are the stars made of ?,0
"What English physician was born on January 18 , 1779 and went on to create two important inventions ?",0
"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?",0
How fast must a spacecraft travel to escape Earth 's gravity ?,0
What apostle is Taylor Caldwell 's Great Lion of God ?,0
How many rings are there on a five-zone archery target ?,0
"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?",0
"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?",0
What is a tonne ?,0
Which one of the Great Lakes is entirely within U.S. territory ?,0
What is DEET ?,0
What company sells the most greeting cards ?,0
What U.S. state has sagebrush as its state flower ?,0
What is the Bernoulli Principle ?,0
